"Tanggal","Jenis.Produk","Jumlah.Order","Harga","Total","Bulan","Tahun"
2022-08-05,"Foodpak260",1000,1800,1800000,8,2022
2022-08-05,"FoodpakMatte245",1000,1900,1900000,8,2022
2022-08-05,"CraftLaminasi290",5000,750,3750000,8,2022
2022-08-05,"CraftLaminasi290",1000,1200,1200000,8,2022
2022-08-07,"Dupleks310",1000,1550,1550000,8,2022
2022-08-08,"Dupleks310",500,1900,950000,8,2022
2022-08-08,"Ivory270",1000,1700,1700000,8,2022
2022-08-09,"Kinstruk130",1000,1000,1000000,8,2022
2022-08-09,"HVS",1500,850,1275000,8,2022
2022-08-09,"Dupleks350",500,1800,900000,8,2022
2022-08-09,"Dupleks350",500,1800,900000,8,2022
2022-08-10,"Dupleks310",500,1600,800000,8,2022
2022-08-10,"Ivory270",1000,2000,2000000,8,2022
2022-08-11,"CraftLaminasi290",1000,850,850000,8,2022
2022-08-11,"Dupleks350",500,1800,900000,8,2022
2022-08-11,"Dupleks350",500,1800,900000,8,2022
2022-08-11,"Dupleks310",2000,1300,2600000,8,2022
2022-08-12,"CraftLaminasi",1000,1200,1200000,8,2022
2022-08-12,"Ivory270",1000,2000,2000000,8,2022
2022-08-12,"Dupleks350",1000,2200,2200000,8,2022
2022-08-12,"CraftLaminasi290",3000,800,2400000,8,2022
2022-08-12,"CraftLaminasi290",500,600,300000,8,2022
2022-08-13,"GRESSPROFF",1500,300,450000,8,2022
2022-08-15,"Ivory230+LaminasiDoff",1500,1100,1650000,8,2022
2022-08-15,"260Glossy",2000,2300,4600000,8,2022
2022-08-15,"CraftFoodpak290",1000,2200,2200000,8,2022
2022-08-15,"Ivory230",3000,950,2850000,8,2022
2022-08-15,"CraftFoodpak290",3000,875,2625000,8,2022
2022-08-15,"Dupleks310",2000,1600,3200000,8,2022
2022-08-15,"Foodpak260Matte",1000,2200,2200000,8,2022
2022-08-15,"Dupleks270",1000,1900,1900000,8,2022
2022-08-16,"Dupleks310",2000,1750,3500000,8,2022
2022-08-16,"Dupleks350",2000,1975,3950000,8,2022
2022-08-16,"Kinstruk130",2000,500,1000000,8,2022
2022-08-18,"CraftFoodpak290",1000,975,975000,8,2022
2022-08-18,"Dupleks270",500,2200,1100000,8,2022
2022-08-18,"Kinstruk150",500,900,450000,8,2022
2022-08-18,"FoodpakMatte245",1000,1800,1800000,8,2022
2022-08-22,"Dupleks310",2000,1710,3420000,8,2022
2022-08-22,"CraftFoodpak290",3500,1300,4550000,8,2022
2022-08-22,"Dupleks310",1000,1900,1900000,8,2022
2022-08-22,"Kinstruk260",3500,1650,5775000,8,2022
2022-08-22,"CraftFoodpak290",2000,1200,2400000,8,2022
2022-08-22,"CraftFoodpak290",2000,1850,3700000,8,2022
2022-08-22,"Dupleks310",2000,1800,3600000,8,2022
2022-08-22,"FoodpakGlossy",1000,2300,2300000,8,2022
2022-08-29,"Dupleks310",1000,1550,1550000,8,2022
2022-08-29,"Ivory230",2000,1450,2900000,8,2022
2022-08-29,"Dupleks310",1000,1800,1800000,8,2022
2022-08-30,"Ivory300",1000,1700,1700000,8,2022
2022-08-30,"Dupleks310",1500,1900,2850000,8,2022
2022-08-30,"Dupleks270Eplex",3000,1300,3900000,8,2022
2022-08-30,"Dupleks310",1000,2200,2200000,8,2022
2022-08-31,"Ivory250",1000,1600,1600000,8,2022
2022-08-31,"GreaseProof",1000,400,400000,8,2022
2022-09-01,"Foodpak295Matte",1000,1900,1900000,9,2022
2022-09-02,"Dupleks350",2000,1500,3000000,9,2022
2022-09-02,"Dupleks310",1000,1500,1500000,9,2022
2022-09-02,"GreaseProof",1000,500,500000,9,2022
2022-09-02,"Ivory230",2000,945,1890000,9,2022
2022-09-02,"CraftLaminasi290",5000,800,4000000,9,2022
2022-09-03,"CraftLaminasi290",6000,950,5700000,9,2022
2022-09-03,"HVS",20000,250,5000000,9,2022
2022-09-05,"CraftLaminasi290",1000,1100,1100000,9,2022
2022-09-05,"Ivory230",1000,1200,1200000,9,2022
2022-09-05,"Foodpak260Glossy",5000,1200,6000000,9,2022
2022-09-07,"Dupleks310",2000,1600,3200000,9,2022
2022-09-07,"Dupleks310",2000,1600,3200000,9,2022
2022-09-07,"GreaseProof",1000,400,400000,9,2022
2022-09-08,"CraftLaminasi290",5000,850,4250000,9,2022
2022-09-08,"Dupleks310",1000,2000,2000000,9,2022
2022-09-08,"Ivory270",500,5500,2750000,9,2022
2022-09-08,"Dupleks350",500,5500,2750000,9,2022
2022-09-08,"Ivory300",1000,2500,2500000,9,2022
2022-09-08,"GreaseProof",1000,300,300000,9,2022
2022-09-08,"Ivory300",2000,1500,3000000,9,2022
2022-09-14,"Dupleks350",1000,2800,2800000,9,2022
2022-09-14,"CraftLaminasi290",2000,1950,3900000,9,2022
2022-09-14,"Dupleks350",2000,1975,3950000,9,2022
2022-09-14,"CraftLaminasi290",1000,1200,1200000,9,2022
2022-09-14,"FoodpakGlossy260",1000,1800,1800000,9,2022
2022-09-14,"Foodpak295",1000,1600,1600000,9,2022
2022-09-14,"Foodpak295",1000,1600,1600000,9,2022
2022-09-14,"Dupleks270",1000,1800,1800000,9,2022
2022-09-14,"GreaseProof",1000,950,950000,9,2022
2022-09-14,"Foodpak260Glossy",1000,1600,1600000,9,2022
2022-09-14,"Dupleks350",1000,2500,2500000,9,2022
2022-09-14,"Dupleks400",1000,2500,2500000,9,2022
2022-09-19,"Dupleks310",500,1450,725000,9,2022
2022-09-19,"CraftLaminasi290",5000,1200,6000000,9,2022
2022-09-19,"Dupleks310",1000,1400,1400000,9,2022
2022-09-19,"Foodpak260Glossy",1000,1650,1650000,9,2022
2022-09-19,"FoodpakMatte245",2500,700,1750000,9,2022
2022-09-19,"Dupleks350",2000,1600,3200000,9,2022
2022-09-19,"Dupleks350",2000,1500,3000000,9,2022
2022-09-19,"Dupleks310",1000,1400,1400000,9,2022
2022-09-19,"Foodpak260Glossy",2000,2300,4600000,9,2022
2022-09-19,"CraftLaminasi290",4000,1700,6800000,9,2022
2022-09-19,"CraftLaminasi290",1000,1200,1200000,9,2022
2022-09-19,"Ivory250",1000,1650,1650000,9,2022
2022-09-19,"CraftLaminasi290",3000,1700,5100000,9,2022
2022-09-19,"CraftLaminasi290",1000,1200,1200000,9,2022
2022-09-24,"CraftLaminasi290",2000,1850,3700000,9,2022
2022-09-24,"CraftLaminasi290",2000,900,1800000,9,2022
2022-09-24,"Dupleks310",1000,1900,1900000,9,2022
2022-09-24,"Dupleks310",1000,1900,1900000,9,2022
2022-09-24,"Ivory270",2000,950,1900000,9,2022
2022-09-24,"Dupleks310",1000,2200,2200000,9,2022
2022-09-24,"Dupleks310",1000,1550,1550000,9,2022
2022-09-24,"CraftLaminasi290",3000,1000,3000000,9,2022
2022-09-24,"CraftLaminasi290",1000,850,850000,9,2022
2022-09-24,"CraftFoodpak290",3000,875,2625000,9,2022
2022-09-24,"FoodpakMatte295",1000,1900,1900000,9,2022
2022-09-24,"Dupleks310",1000,1500,1500000,9,2022
2022-09-24,"Craft290",1000,1350,1350000,9,2022
2022-09-24,"Ivory230",1000,1600,1600000,9,2022
2022-09-24,"Ivory230",1000,1600,1600000,9,2022
2022-09-24,"GreaseProof40",1000,300,300000,9,2022
2022-09-24,"Ivory230",1000,1700,1700000,9,2022
2022-09-24,"Dupleks350",1000,3450,3450000,9,2022
2022-09-24,"Dupleks310",2000,1800,3600000,9,2022
2022-09-24,"Foodpak260Glossy",5000,1450,7250000,9,2022
2022-09-24,"Ivory230",1000,1150,1150000,9,2022
2022-10-04,"Dupleks310",2000,1600,3200000,10,2022
2022-10-04,"FoodpakGlossy260",1000,1800,1800000,10,2022
2022-10-04,"Dupleks310",3000,1400,4200000,10,2022
2022-10-05,"CraftLaminasi290",4000,800,3200000,10,2022
2022-10-06,"CraftFoodpak290",1500,875,1312500,10,2022
2022-10-07,"HVS",20000,250,5000000,10,2022
2022-10-07,"Dupleks310",3500,1650,5775000,10,2022
2022-10-08,"Dupleks310",1000,2200,2200000,10,2022
2022-10-09,"Ivory270",1000,2300,2300000,10,2022
2022-10-10,"GreaseProofPlano",1000,300,300000,10,2022
2022-10-11,"Ivory270",1000,2700,2700000,10,2022
2022-10-12,"Ivory230",2000,1450,2900000,10,2022
2022-10-13,"Ivory230",2000,945,1890000,10,2022
2022-10-14,"CraftLaminasi290",2000,1850,3700000,10,2022
2022-10-15,"Ivory230",1500,1600,2400000,10,2022
2022-10-16,"Ivory230",1000,1700,1700000,10,2022
2022-10-17,"Dupleks310",2000,1400,2800000,10,2022
2022-10-18,"Dupleks310",1000,1550,1550000,10,2022
2022-10-19,"CraftLaminasi290",5000,850,4250000,10,2022
2022-10-19,"Ivory270",1000,2000,2000000,10,2022
2022-10-19,"CraftFoodpak290",1000,1200,1200000,10,2022
2022-10-19,"Ivory270",1000,3500,3500000,10,2022
2022-10-20,"CraftLaminasi290",5000,1200,6000000,10,2022
2022-10-21,"GreaseProof",3500,350,1225000,10,2022
2022-10-22,"Ivory250",2000,1400,2800000,10,2022
2022-10-23,"Dupleks310",3500,1700,5950000,10,2022
2022-10-24,"Dupleks350",2000,1975,3950000,10,2022
2022-10-24,"Dupleks350",1000,2200,2200000,10,2022
2022-10-24,"Dupleks270Laminating",1000,2000,2000000,10,2022
2022-10-24,"Ivory250",1000,1600,1600000,10,2022
2022-10-24,"Dupleks310",1000,1900,1900000,10,2022
2022-10-24,"Ivory270",1000,2700,2700000,10,2022
2022-10-24,"Ivory230",1000,1700,1700000,10,2022
2022-10-24,"Dupleks310",1000,1900,1900000,10,2022
2022-10-24,"GreaseProof",2000,275,550000,10,2022
2022-10-24,"PTSariIndahPackagingIndustry",100,3500,350000,10,2022
2022-10-24,"CraftLaminasi290",2000,1850,3700000,10,2022
2022-10-24,"Dupleks350",2000,1500,3000000,10,2022
2022-10-24,"CraftLaminasi290",4500,1600,7200000,10,2022
2022-10-24,"Craft310",1000,2000,2000000,10,2022
2022-10-24,"Dupleks310",600,2450,1470000,10,2022
2022-10-24,"Ivory230",1000,1100,1100000,10,2022
2022-10-24,"Ivory230",1000,1300,1300000,10,2022
2022-10-24,"Ivory250",1000,1700,1700000,10,2022
2022-10-24,"Ivory250",1000,2000,2000000,10,2022
2022-10-24,"Ivory300",2000,1500,3000000,10,2022
2022-10-24,"CraftFoodpak290",1000,975,975000,10,2022
2022-10-24,"CraftFoodpak290",1000,1200,1200000,10,2022
2022-10-24,"GreaseProof",1000,800,800000,10,2022
2022-11-05,"Dupleks310",1000,1550,1550000,11,2022
2022-11-05,"CraftLaminasi290",2000,900,1800000,11,2022
2022-11-05,"Ivory270",1000,850,850000,11,2022
2022-11-05,"Ivory230",3000,950,2850000,11,2022
2022-11-05,"CraftFoodpak290",1500,875,1312500,11,2022
2022-11-08,"CraftLaminasi290",1000,800,800000,11,2022
2022-11-08,"CraftLaminasi290",1000,850,850000,11,2022
2022-11-10,"Ivory270",1000,2000,2000000,11,2022
2022-11-10,"Ivory270",1000,2400,2400000,11,2022
2022-11-10,"Ivory270",1000,2900,2900000,11,2022
2022-11-10,"Ivory270",1000,3550,3550000,11,2022
2022-11-13,"FoodpakGlossy260",1000,1700,1700000,11,2022
2022-11-13,"Dupleks310",2000,1800,3600000,11,2022
2022-11-13,"Dupleks310",1000,1900,1900000,11,2022
2022-11-13,"Ivory250",1000,1700,1700000,11,2022
2022-11-13,"Dupleks310",2000,1300,2600000,11,2022
2022-11-13,"Ivory230",1500,1600,2400000,11,2022
2022-11-13,"CraftLaminasi290",5000,1200,6000000,11,2022
2022-11-13,"Ivory230",1000,1700,1700000,11,2022
2022-11-20,"Dupleks310P",2000,1600,3200000,11,2022
2022-11-20,"Craft290",1000,1100,1100000,11,2022
2022-11-20,"GreaseProof",1000,800,800000,11,2022
2022-11-20,"GreaseProof",1000,300,300000,11,2022
2022-11-20,"Dupleks310P",3000,1400,4200000,11,2022
2022-11-20,"Ivory250+Laminasi",1000,2500,2500000,11,2022
2022-11-20,"HVS",20000,250,5000000,11,2022
2022-11-20,"CraftFoodpak290",2000,875,1750000,11,2022
2022-11-22,"CraftLaminasi290",3000,800,2400000,11,2022
2022-11-22,"StikerA3",250,5500,1375000,11,2022
2022-11-22,"Dupleks310",2000,1600,3200000,11,2022
2022-11-22,"GreaseProof",1000,350,350000,11,2022
2022-11-22,"Dupleks270",1000,1800,1800000,11,2022
2022-11-22,"Dupleks350",2000,1975,3950000,11,2022
2022-11-22,"Ivory250",1000,1900,1900000,11,2022
2022-11-22,"Dupleks350",1000,2250,2250000,11,2022
2022-11-22,"Dupleks400",1000,2250,2250000,11,2022
2022-11-22,"Dupleks350",1000,2200,2200000,11,2022
2022-11-22,"Dupleks310",1000,1900,1900000,11,2022
2022-11-22,"Ivory300",1000,2400,2400000,11,2022
2022-11-22,"GreaseProof",1000,300,300000,11,2022
2022-11-23,"Dupleks310",2000,1800,3600000,11,2022
2022-11-23,"Foodpak260Glossy",5000,1200,6000000,11,2022
2022-11-23,"Ivory230",2000,945,1890000,11,2022
2022-11-23,"Dupleks350",2000,1500,3000000,11,2022
2022-11-23,"Ivory230",1000,1300,1300000,11,2022
2022-11-23,"Ivory230+LaminasiAlas",1000,1900,1900000,11,2022
2022-11-23,"CraftLaminasi290",2000,1850,3700000,11,2022
2022-11-23,"GreaseProof",1000,400,400000,11,2022
2022-11-26,"CraftLaminasi290",5000,850,4250000,11,2022
2022-11-26,"CraftLaminasi290",3000,650,1950000,11,2022
2022-11-26,"CraftBiasa310",1000,1700,1700000,11,2022
2022-11-26,"CraftLaminasi290",3000,1300,3900000,11,2022
2022-11-26,"Ivory230",1000,1100,1100000,11,2022
2022-11-26,"GreaseProof",1000,950,950000,11,2022
2022-11-26,"CraftLaminasi290",1000,900,900000,11,2022
2022-11-26,"Ivory230+Laminating",1000,1900,1900000,11,2022
2022-11-29,"Dupleks310",1000,1550,1550000,11,2022
2022-11-29,"Ivory300",1000,1500,1500000,11,2022
2022-11-29,"CraftLaminasi290",1000,1200,1200000,11,2022
2022-11-29,"Ivory270",1000,2600,2600000,11,2022
2022-11-29,"Ivory260Matte",1000,1800,1800000,11,2022
2022-11-29,"Craft310",3000,1400,4200000,11,2022
2022-11-29,"Ivory250",2000,1400,2800000,11,2022
2022-12-01,"Craft290Laminasi",3000,1200,3600000,12,2022
2022-12-01,"Foodpak260Matte",1000,1700,1700000,12,2022
2022-12-01,"Craft290Laminasi",1000,1500,1500000,12,2022
2022-12-01,"Foodpak260Glossy",5000,1450,7250000,12,2022
2022-12-02,"CraftLaminasi290",4000,1600,6400000,12,2022
2022-12-02,"Dupleks350",2000,1600,3200000,12,2022
2022-12-02,"Ivory270",2000,1900,3800000,12,2022
2022-12-03,"Ivory270",1000,2900,2900000,12,2022
2022-12-03,"GreaseProof",1000,800,800000,12,2022
2022-12-03,"Dupleks310",1000,1800,1800000,12,2022
2022-12-05,"Ivory230",2000,945,1890000,12,2022
2022-12-05,"Ivory230",1000,950,950000,12,2022
2022-12-06,"Dupleks310",2000,1600,3200000,12,2022
2022-12-07,"CraftLaminasi290",1000,850,850000,12,2022
2022-12-07,"CraftLaminasi290",2500,800,2000000,12,2022
2022-12-07,"CraftFoodpak290",1500,875,1312500,12,2022
2022-12-07,"Craft300",1000,1650,1650000,12,2022
2022-12-07,"Dupleks270",1000,1500,1500000,12,2022
2022-12-07,"Dupleks310",1000,1500,1500000,12,2022
2022-12-07,"Ivory230",1000,1700,1700000,12,2022
2022-12-07,"Dupleks350",1000,2200,2200000,12,2022
2022-12-07,"HVS",20000,250,5000000,12,2022
2022-12-07,"Foodpak260Matte",1000,1100,1100000,12,2022
2022-12-07,"Ivory230",3000,950,2850000,12,2022
2022-12-12,"Dupleks310",1000,2200,2200000,12,2022
2022-12-12,"Ivory300",1000,4300,4300000,12,2022
2022-12-12,"Ivory300",1000,2400,2400000,12,2022
2022-12-12,"Ivory230",1000,1800,1800000,12,2022
2022-12-12,"Foodpak295Matte",1000,1900,1900000,12,2022
2022-12-12,"Ivory270",1000,1750,1750000,12,2022
2022-12-12,"Ivory230",1500,1600,2400000,12,2022
2022-12-12,"Ivory230",1000,1650,1650000,12,2022
2022-12-13,"Ivory230",2000,950,1900000,12,2022
2022-12-13,"CraftLaminasi290",2000,1200,2400000,12,2022
2022-12-13,"DUPLEKS310",1000,1200,1200000,12,2022
2022-12-14,"Foodpak260Glossy",2000,2300,4600000,12,2022
2022-12-14,"Dupleks270",1000,2000,2000000,12,2022
2022-12-14,"Dupleks350",2000,1975,3950000,12,2022
2022-12-14,"KertasSisaIvory300",1000,800,800000,12,2022
2022-12-15,"CraftFoodpak290Laminasi",1000,1500,1500000,12,2022
2022-12-15,"Dupleks270Eplex",3000,1300,3900000,12,2022
2022-12-15,"Ivory270",1000,1500,1500000,12,2022
2022-12-15,"Ivory350",1000,3500,3500000,12,2022
2022-12-15,"Dupleks310",1000,1300,1300000,12,2022
2022-12-15,"FoodpakGlossy320",1000,3800,3800000,12,2022
2022-12-15,"FoodpakGlossy320",1000,2600,2600000,12,2022
2022-12-15,"Craft310",1000,950,950000,12,2022
2022-12-15,"Ivory250",1000,1700,1700000,12,2022
2022-12-15,"CraftLaminasi290",3000,1300,3900000,12,2022
2022-12-15,"Dupleks310",2000,1850,3700000,12,2022
2022-12-15,"Craft270",1000,950,950000,12,2022
2022-12-15,"Ivory230",2000,1450,2900000,12,2022
2022-12-15,"Craft310",5000,1200,6000000,12,2022
2022-12-15,"PTSARIINDAH",100,3000,300000,12,2022
2022-12-15,"CraftLaminasi290",2000,1600,3200000,12,2022
2022-12-15,"CraftLaminasi290",1000,1200,1200000,12,2022
2022-12-15,"Ivory250",1000,1650,1650000,12,2022
2022-12-15,"Dupleks310",1000,2300,2300000,12,2022
2022-12-15,"Dupleks350P",2000,1500,3000000,12,2022
2022-12-15,"NCR",100,18000,1800000,12,2022
2022-12-15,"Ivory230",1000,1200,1200000,12,2022
2022-12-15,"CraftLaminasi290",2000,900,1800000,12,2022
2022-12-15,"Ivory300",2000,1500,3000000,12,2022
2022-12-15,"Craft275",1000,1600,1600000,12,2022
2022-12-15,"Dupleks350",1000,2200,2200000,12,2022
2022-12-15,"Dupleks350",1000,2200,2200000,12,2022
2022-12-15,"Foodpak260Matte",1000,1700,1700000,12,2022
2022-12-15,"Dupleks310P",2000,1600,3200000,12,2022
2022-12-15,"Ivory230",1000,1700,1700000,12,2022
2022-12-15,"CraftLaminasi290",1500,850,1275000,12,2022
2022-12-15,"CraftLaminasi290",2000,800,1600000,12,2022
2022-12-15,"CraftFoodpak290",1500,875,1312500,12,2022
2022-12-15,"Dupleks310",2000,1400,2800000,12,2022
2022-12-15,"Craft275Biasa",1000,1000,1000000,12,2022
2022-12-15,"GreaseProof",1000,400,400000,12,2022
2023-01-01,"Dupleks310",2000,1800,3600000,1,2023
2023-01-01,"Ivory230",1000,1400,1400000,1,2023
2023-01-01,"Dupleks310",2000,1650,3300000,1,2023
2023-01-01,"Dupleks350",1000,2250,2250000,1,2023
2023-01-01,"Dupleks400",1000,2250,2250000,1,2023
2023-01-01,"Ivory230",1500,1600,2400000,1,2023
2023-01-01,"Dupleks310",1000,1800,1800000,1,2023
2023-01-01,"GreaseProof",2000,200,400000,1,2023
2023-01-01,"Dupleks310",1000,1900,1900000,1,2023
2023-01-01,"Dupleks310",2000,2000,4000000,1,2023
2023-01-01,"GreaseProof",2000,200,400000,1,2023
2023-01-01,"Ivory230",1000,950,950000,1,2023
2023-01-01,"Foodpak295",1000,1700,1700000,1,2023
2023-01-01,"Ivory270",2000,2250,4500000,1,2023
2023-01-01,"Ivory270",1000,1750,1750000,1,2023
2023-01-06,"CraftLaminasi290",4000,1600,6400000,1,2023
2023-01-06,"Duplex310",5000,1100,5500000,1,2023
2023-01-06,"Ivory230",1000,1000,1000000,1,2023
2023-01-06,"Foodpak245Matte",1000,1800,1800000,1,2023
2023-01-06,"Ivory230",1000,1700,1700000,1,2023
2023-01-06,"Foodpak260",1000,1700,1700000,1,2023
2023-01-06,"Foodpak260",1000,1800,1800000,1,2023
2023-01-06,"Ivory230",1000,1700,1700000,1,2023
2023-01-06,"CraftLaminasi290",5000,850,4250000,1,2023
2023-01-06,"Dupleks310",1000,1900,1900000,1,2023
2023-01-06,"Kinstruk150",1000,1000,1000000,1,2023
2023-01-06,"CraftLaminasi290",1000,4500,4500000,1,2023
2023-01-06,"CraftLaminasi290",1000,1300,1300000,1,2023
2023-01-06,"CraftLaminasi290",1000,3050,3050000,1,2023
2023-01-06,"Ivory250",2000,1400,2800000,1,2023
2023-01-06,"Ivory230",1000,1600,1600000,1,2023
2023-01-06,"Ivory270",1000,1900,1900000,1,2023
2023-01-06,"Ivory270",1000,1500,1500000,1,2023
2023-01-06,"GreaseProof",1000,400,400000,1,2023
2023-01-06,"Dupleks270",1000,1500,1500000,1,2023
2023-01-06,"HVS",20000,250,5000000,1,2023
2023-01-06,"Dupleks310",1000,1800,1800000,1,2023
2023-01-06,"Dupleks310",1000,2200,2200000,1,2023
2023-01-06,"Dupleks310",1000,1550,1550000,1,2023
2023-01-06,"CraftLaminasi290",6000,950,5700000,1,2023
2023-01-06,"CraftLaminasi290",3000,800,2400000,1,2023
2023-01-06,"CraftFoodpak290",1500,875,1312500,1,2023
2023-01-06,"Dupleks350",2000,1975,3950000,1,2023
